$GPGSV,4,1,13,01,43,176,,03,88,287,,04,18,161,,06,14,317,16*7C
$GPGSV,4,2,13,09,13,231,,11,20,184,,12,04,352,30,17,25,275,*78
$GPGSV,4,3,13,19,03,211,,23,52,222,,25,09,027,26,31,39,069,32*78
$GPGSV,4,4,13,32,50,099,23*4E
$GPGSV,4,1,13,01,43,176,,03,88,287,,04,18,161,,06,14,317,16*7C
$GPGSV,4,2,13,09,13,231,,11,20,184,,12,04,352,30,17,25,275,*78
$GPGSV,4,3,13,19,03,211,,23,52,222,,25,09,027,26,31,39,069,32*78
$GPGSV,4,4,13,32,50,099,22*4F
$GPGSV,4,1,13,01,43,176,,03,88,287,,04,18,161,,06,14,317,15*7F
$GPGSV,4,2,13,09,13,231,,11,20,184,,12,04,352,30,17,25,275,*78
$GPGSV,4,3,13,19,03,211,,23,52,222,,25,09,027,26,31,39,069,32*78
$GPGSV,4,4,13,32,50,099,23*4E
$GPGSV,4,1,13,01,43,176,,03,88,287,,04,18,161,,06,14,317,13*79
$GPGSV,4,2,13,09,13,231,,11,20,184,,12,04,352,30,17,25,275,*78
$GPGSV,4,3,13,19,03,211,,23,52,222,,25,09,027,26,31,39,069,32*78
$GPGSV,4,4,13,32,50,099,22*4F
$GPGSV,4,1,13,01,43,176,,03,88,287,,04,18,161,,06,14,317,13*79
$GPGSV,4,2,13,09,13,231,,11,20,184,,12,04,352,30,17,25,275,*78
$GPGSV,4,3,13,19,03,211,,23,52,222,,25,09,027,25,31,39,069,32*7B
$GPGSV,4,4,13,32,50,099,22*4F
$GPGSV,4,1,13,01,43,176,,03,88,287,,04,18,161,,06,14,317,12*78
$GPGSV,4,2,13,09,13,231,,11,20,184,,12,04,352,30,17,25,275,*78
$GPGSV,4,3,13,19,03,211,,23,52,222,,25,09,027,24,31,39,069,32*7A
$GPGSV,4,4,13,32,50,099,21*4C
$GPGSV,4,1,13,01,43,176,,03,88,287,,04,18,161,,06,14,317,13*79
$GPGSV,4,2,13,09,13,231,,11,20,184,,12,04,352,30,17,25,275,*78
$GPGSV,4,3,13,19,03,211,,23,52,222,,25,09,027,23,31,39,069,32*7D
$GPGSV,4,4,13,32,50,099,21*4C
$GPGSV,4,1,13,01,43,176,,03,88,287,,04,18,161,,06,14,317,13*79
$GPGSV,4,2,13,09,13,231,,11,20,184,,12,04,352,30,17,25,275,*78
$GPGSV,4,3,13,19,03,211,,23,52,222,,25,09,027,22,31,39,069,33*7D
$GPGSV,4,4,13,32,50,099,21*4C
$GPGSV,4,1,13,01,43,176,,03,88,287,,04,18,161,,06,14,317,14*7E
$GPGSV,4,2,13,09,13,231,,11,20,184,,12,04,352,30,17,25,275,*78
$GPGSV,4,3,13,19,03,211,,23,52,222,,25,09,027,21,31,39,069,33*7E
$GPGSV,4,4,13,32,50,099,21*4C
$GPGSV,4,1,13,01,43,176,,03,88,287,,04,18,161,,06,14,317,14*7E
$GPGSV,4,2,13,09,13,231,,11,20,184,,12,04,352,30,17,25,275,*78
$GPGSV,4,3,13,19,03,211,,23,52,222,,25,09,027,20,31,39,069,33*7F
$GPGSV,4,4,13,32,50,099,20*4D
$GPGSV,4,1,13,01,43,176,,03,88,287,,04,18,161,,06,14,317,13*79
$GPGSV,4,2,13,09,13,231,,11,20,184,,12,04,352,30,17,25,275,*78
$GPGSV,4,3,13,19,03,211,,23,52,222,,25,09,027,20,31,39,069,33*7F
$GPGSV,4,4,13,32,50,099,20*4D
$GPGSV,4,1,13,01,43,176,,03,88,287,,04,18,161,,06,14,317,12*78
$GPGSV,4,2,13,09,13,231,,11,20,184,,12,04,352,30,17,25,275,*78
$GPGSV,4,3,13,19,03,211,,23,52,222,,25,09,027,21,31,39,069,33*7E
$GPGSV,4,4,13,32,50,099,20*4D
$GPGSV,4,1,13,01,43,176,,03,88,287,,04,18,161,,06,14,317,13*79
$GPGSV,4,2,13,09,13,231,,11,20,184,,12,04,352,30,17,25,275,18*71
$GPGSV,4,3,13,19,03,211,,23,52,222,,25,09,027,22,31,39,069,33*7D
$GPGSV,4,4,13,32,50,099,19*47
$GPGSV,4,1,13,01,43,176,,03,88,287,,04,18,161,,06,14,317,13*79
$GPGSV,4,2,13,09,13,231,,11,20,184,,12,04,352,30,17,25,275,16*7F
$GPGSV,4,3,13,19,03,211,,23,52,222,,25,09,027,23,31,39,069,33*7C
$GPGSV,4,4,13,32,50,099,19*47
$GPGSV,4,1,13,01,43,176,,03,88,287,,04,18,161,,06,14,317,13*79
$GPGSV,4,2,13,09,13,231,,11,20,184,,12,04,352,30,17,25,275,15*7C
$GPGSV,4,3,13,19,03,211,,23,52,222,,25,09,027,23,31,39,069,33*7C
$GPGSV,4,4,13,32,50,099,19*47
$GPGSV,4,1,13,01,43,176,,03,88,287,,04,18,161,,06,14,317,13*79
$GPGSV,4,2,13,09,13,231,,11,20,184,,12,04,352,30,17,25,275,15*7C
$GPGSV,4,3,13,19,03,211,,23,52,222,,25,09,027,24,31,39,069,33*7B
$GPGSV,4,4,13,32,50,099,19*47
$GPGSV,4,1,13,01,43,176,,03,88,287,,04,18,161,,06,14,317,13*79
$GPGSV,4,2,13,09,13,231,,11,20,184,,12,04,352,30,17,25,275,14*7D
$GPGSV,4,3,13,19,03,211,,23,52,222,,25,09,027,23,31,39,069,33*7C
$GPGSV,4,4,13,32,50,099,19*47
$GPGSV,4,1,13,01,43,176,,03,88,287,,04,18,161,,06,14,317,13*79
$GPGSV,4,2,13,09,13,231,,11,20,184,,12,04,352,30,17,25,275,18*71
$GPGSV,4,3,13,19,03,211,,23,52,222,,25,09,027,23,31,39,069,33*7C
$GPGSV,4,4,13,32,50,099,19*47
$GPGSV,4,1,13,01,43,176,,03,88,287,,04,18,161,,06,14,317,14*7E
$GPGSV,4,2,13,09,13,231,,11,20,184,,12,04,352,30,17,25,275,16*7F
$GPGSV,4,3,13,19,03,211,,23,52,222,,25,09,027,22,31,39,069,32*7C
$GPGSV,4,4,13,32,50,099,19*47
$GPGSV,4,1,13,01,43,176,,03,88,287,,04,18,161,,06,14,317,14*7E
$GPGSV,4,2,13,09,13,231,,11,20,184,,12,04,352,30,17,25,275,15*7C
$GPGSV,4,3,13,19,03,211,,23,52,222,,25,09,027,22,31,39,069,32*7C
$GPGSV,4,4,13,32,50,099,20*4D
$GPGSV,4,1,13,01,43,176,,03,88,287,,04,18,161,,06,14,317,14*7E
$GPGSV,4,2,13,09,13,231,,11,20,184,,12,04,352,30,17,25,275,14*7D
$GPGSV,4,3,13,19,03,211,,23,52,222,,25,09,027,21,31,39,069,32*7F
$GPGSV,4,4,13,32,50,099,20*4D
$GPGSV,4,1,13,01,43,176,,03,88,287,,04,18,161,,06,14,317,14*7E
$GPGSV,4,2,13,09,13,231,,11,20,184,,12,04,352,31,17,25,275,*79
$GPGSV,4,3,13,19,03,211,,23,52,222,,25,09,027,22,31,39,069,32*7C
$GPGSV,4,4,13,32,50,099,20*4D
$GPGSV,4,1,13,01,43,176,,03,88,287,,04,18,161,,06,14,317,14*7E
$GPGSV,4,2,13,09,13,231,,11,20,184,,12,04,352,30,17,25,275,*78
$GPGSV,4,3,13,19,03,211,,23,52,222,,25,09,027,22,31,39,069,32*7C
$GPGSV,4,4,13,32,50,099,21*4C
$GPGSV,4,1,13,01,43,176,,03,88,287,,04,18,161,,06,14,317,14*7E
$GPGSV,4,2,13,09,13,231,,11,20,184,,12,04,352,30,17,25,275,*78
$GPGSV,4,3,13,19,03,211,,23,52,222,,25,09,027,22,31,39,069,33*7D
$GPGSV,4,4,13,32,50,099,21*4C
$GPGSV,4,1,13,01,43,176,,03,88,287,,04,18,161,,06,14,317,*7B
$GPGSV,4,2,13,09,13,231,,11,20,184,,12,04,352,30,17,25,275,*78
$GPGSV,4,3,13,19,03,211,,23,52,222,,25,09,027,23,31,39,069,33*7C
$GPGSV,4,4,13,32,50,099,22*4F
$GPGSV,4,1,13,01,43,176,,03,88,287,,04,18,161,,06,14,317,*7B
$GPGSV,4,2,13,09,13,231,,11,20,184,,12,04,352,30,17,25,275,*78
$GPGSV,4,3,13,19,03,211,,23,52,222,,25,09,027,24,31,39,069,33*7B
$GPGSV,4,4,13,32,50,099,22*4F
$GPGSV,4,1,13,01,43,176,,03,88,287,,04,18,161,,06,14,317,*7B
$GPGSV,4,2,13,09,13,231,,11,20,184,,12,04,352,30,17,25,275,*78
$GPGSV,4,3,13,19,03,211,,23,52,222,,25,09,027,24,31,39,069,33*7B
$GPGSV,4,4,13,32,50,099,22*4F
$GPGSV,4,1,13,01,43,176,,03,88,287,,04,18,161,,06,14,317,*7B
$GPGSV,4,2,13,09,13,231,,11,20,184,,12,04,352,30,17,25,275,*78
$GPGSV,4,3,13,19,03,211,,23,52,222,,25,09,027,23,31,39,069,33*7C
$GPGSV,4,4,13,32,50,099,22*4F
$GPGSV,4,1,13,01,43,176,,03,88,287,,04,18,161,,06,14,317,*7B
$GPGSV,4,2,13,09,13,231,,11,20,184,,12,04,352,30,17,25,275,*78
$GPGSV,4,3,13,19,03,211,,23,52,222,,25,09,027,23,31,39,069,33*7C
$GPGSV,4,4,13,32,50,099,22*4F
$GPGSV,4,1,13,01,43,176,,03,89,286,,04,18,161,,06,14,317,*7B
$GPGSV,4,2,13,09,13,231,,11,20,184,,12,04,352,31,17,25,275,*79
$GPGSV,4,3,13,19,03,211,,23,52,222,,25,09,027,24,31,39,069,33*7B
$GPGSV,4,4,13,32,50,099,23*4E
$GPGSV,4,1,13,01,43,176,,03,89,286,,04,18,161,,06,14,317,*7B
$GPGSV,4,2,13,09,13,231,,11,20,184,,12,04,352,30,17,25,275,*78
$GPGSV,4,3,13,19,03,211,,23,52,222,,25,09,027,24,31,39,069,32*7A
$GPGSV,4,4,13,32,50,099,23*4E
$GPGSV,4,1,13,01,43,176,,03,89,286,,04,18,161,,06,14,317,*7B
$GPGSV,4,2,13,09,13,231,,11,20,184,,12,04,352,30,17,25,275,*78
$GPGSV,4,3,13,19,03,211,,23,52,222,,25,09,027,25,31,39,069,32*7B
$GPGSV,4,4,13,32,50,099,22*4F
$GPGSV,4,1,13,01,43,176,,03,89,286,,04,18,161,,06,14,317,*7B
$GPGSV,4,2,13,09,13,231,,11,20,184,,12,04,352,30,17,25,275,*78
$GPGSV,4,3,13,19,03,211,,23,52,222,,25,09,027,24,31,39,069,32*7A
$GPGSV,4,4,13,32,50,099,22*4F
$GPGSV,4,1,13,01,43,176,,03,89,286,,04,18,161,,06,14,317,*7B
$GPGSV,4,2,13,09,13,231,,11,20,184,,12,04,352,30,17,25,275,*78
$GPGSV,4,3,13,19,03,211,,23,52,222,,25,09,027,24,31,39,069,32*7A
$GPGSV,4,4,13,32,50,099,23*4E
$GPGSV,4,1,13,01,43,176,,03,89,286,,04,18,161,,06,14,317,*7B
$GPGSV,4,2,13,09,13,231,,11,20,184,,12,04,352,30,17,25,275,*78
$GPGSV,4,3,13,19,03,211,,23,52,222,,25,09,027,23,31,39,069,32*7D
$GPGSV,4,4,13,32,50,099,22*4F
$GPGSV,4,1,13,01,43,176,,03,89,286,,04,18,161,,06,14,317,*7B
$GPGSV,4,2,13,09,14,232,,11,20,184,,12,04,352,30,17,25,275,*7C
$GPGSV,4,3,13,19,03,211,,23,52,222,,25,09,027,23,31,39,069,32*7D
$GPGSV,4,4,13,32,50,099,23*4E
$GPGSV,4,1,13,01,43,176,,03,89,286,,04,18,161,,06,14,317,*7B
$GPGSV,4,2,13,09,14,232,,11,20,184,,12,04,352,30,17,25,275,19*74
$GPGSV,4,3,13,19,03,211,,23,52,222,,25,09,027,23,31,39,069,32*7D
$GPGSV,4,4,13,32,50,099,23*4E
$GPGSV,4,1,13,01,43,176,,03,89,286,,04,18,161,,06,14,317,*7B
$GPGSV,4,2,13,09,14,232,,11,19,184,,12,04,352,30,17,25,275,18*7F
$GPGSV,4,3,13,19,03,211,,23,52,222,,25,09,027,24,31,39,069,32*7A
$GPGSV,4,4,13,32,50,099,22*4F
$GPGSV,4,1,13,01,43,176,,03,89,286,,04,18,161,,06,14,317,*7B
$GPGSV,4,2,13,09,14,232,,11,19,184,,12,04,351,30,17,25,275,16*72
$GPGSV,4,3,13,19,03,211,,23,52,222,,25,09,027,23,31,39,069,33*7C
$GPGSV,4,4,13,32,50,099,22*4F
$GPGSV,4,1,13,01,43,176,,03,89,286,,04,18,161,,06,14,317,*7B
$GPGSV,4,2,13,09,14,232,,11,19,184,,12,04,351,29,17,25,275,21*7E
$GPGSV,4,3,13,19,03,211,,23,52,222,,25,09,027,24,31,39,069,32*7A
$GPGSV,4,4,13,32,50,099,22*4F
$GPGSV,4,1,13,01,43,176,,03,89,286,,04,18,161,,06,14,317,*7B
$GPGSV,4,2,13,09,14,232,,11,19,184,,12,04,351,29,17,25,275,19*75
$GPGSV,4,3,13,19,03,211,,23,52,222,,25,09,027,24,31,39,069,32*7A
$GPGSV,4,4,13,32,50,099,22*4F
$GPGSV,4,1,13,01,43,176,,03,89,286,,04,18,161,,06,14,317,*7B
$GPGSV,4,2,13,09,14,232,,11,19,184,,12,04,351,30,17,25,275,16*72
$GPGSV,4,3,13,19,03,211,,23,52,222,,25,09,027,25,31,39,069,32*7B
$GPGSV,4,4,13,32,50,099,22*4F
$GPGSV,4,1,13,01,43,176,,03,89,286,,04,18,161,,06,14,317,*7B
$GPGSV,4,2,13,09,14,232,,11,19,184,,12,04,351,30,17,25,275,*75
$GPGSV,4,3,13,19,03,211,18,23,52,222,,25,09,027,25,31,39,069,32*72
$GPGSV,4,4,13,32,50,099,21*4C
$GPGSV,4,1,13,01,43,176,,03,89,286,,04,18,161,,06,14,317,*7B
$GPGSV,4,2,13,09,14,232,,11,19,184,,12,04,351,30,17,25,274,*74
$GPGSV,4,3,13,19,03,211,15,23,52,222,,25,09,027,25,31,39,069,31*7C
$GPGSV,4,4,13,32,50,099,21*4C
$GPGSV,4,1,13,01,43,176,,03,89,286,,04,18,161,,06,14,317,*7B
$GPGSV,4,2,13,09,14,232,,11,19,184,,12,04,351,30,17,25,274,*74
$GPGSV,4,3,13,19,03,211,11,23,52,222,,25,09,027,25,31,39,069,31*78
$GPGSV,4,4,13,32,50,099,21*4C
$GPGSV,4,1,13,01,43,176,,03,89,286,,04,18,161,,06,14,317,*7B
$GPGSV,4,2,13,09,14,232,,11,19,184,,12,04,351,30,17,25,274,19*7C
$GPGSV,4,3,13,19,03,210,11,23,52,222,,25,09,027,26,31,39,069,32*79
$GPGSV,4,4,13,32,50,099,20*4D
$GPGSV,4,1,13,01,43,176,,03,89,286,,04,18,161,,06,14,317,*7B
$GPGSV,4,2,13,09,14,232,18,11,19,184,,12,04,351,29,17,25,274,*75
$GPGSV,4,3,13,19,03,210,13,23,52,222,,25,09,027,25,31,39,069,31*7B
$GPGSV,4,4,13,32,50,099,21*4C
$GPGSV,4,1,13,01,43,176,,03,89,286,,04,18,161,,06,14,317,*7B
$GPGSV,4,2,13,09,14,232,16,11,19,184,,12,04,351,29,17,25,274,*7B
$GPGSV,4,3,13,19,03,210,12,23,52,222,,25,09,027,25,31,39,069,32*79
$GPGSV,4,4,13,32,50,099,20*4D
$GPGSV,4,1,13,01,43,176,,03,89,286,,04,18,161,,06,14,317,*7B
$GPGSV,4,2,13,09,14,232,,11,19,184,,12,04,351,29,17,25,274,*7C
$GPGSV,4,3,13,19,03,210,,23,52,222,,25,09,027,25,31,39,069,31*79
$GPGSV,4,4,13,32,50,099,20*4D
$GPGSV,4,1,13,01,43,176,,03,89,286,,04,18,161,,06,14,317,*7B
$GPGSV,4,2,13,09,14,232,,11,19,184,,12,04,351,29,17,25,274,24*7A
$GPGSV,4,3,13,19,03,210,,23,52,222,,25,09,027,25,31,39,069,32*7A
$GPGSV,4,4,13,32,50,099,20*4D
$GPGSV,4,1,13,01,43,176,,03,89,286,,04,18,161,,06,14,317,*7B
$GPGSV,4,2,13,09,14,232,,11,19,184,,12,04,351,29,17,25,274,21*7F
$GPGSV,4,3,13,19,03,210,,23,52,222,,25,09,027,25,31,39,069,32*7A
$GPGSV,4,4,13,32,50,099,19*47
$GPGSV,4,1,13,01,43,176,,03,89,286,,04,18,161,,06,14,317,*7B
$GPGSV,4,2,13,09,14,232,,11,19,184,,12,04,351,29,17,25,274,16*7B
$GPGSV,4,3,13,19,03,210,,23,52,222,,25,09,027,25,31,39,069,32*7A
